TOP.63dbbab8.0009270b	START
TOP.63dbbcf9.00023b47	user_options->show	0
TOP.63dbbcf9.00023b47	user_options->speed_only	0
TOP.63dbbcf9.00023b47	user_options->spin_damp	0
TOP.63dbbcf9.00023b47	user_options->status	0
TOP.63dbbcf9.00023b47	user_options->status_json	0
TOP.63dbbcf9.00023b47	user_options->status_timer	10
TOP.63dbbcf9.00023b47	user_options->stdout_flag	0
TOP.63dbbcf9.00023b47	user_options->usage	0
TOP.63dbbcf9.00023b47	user_options->username	0
TOP.63dbbcf9.00023b47	user_options->veracrypt_pim_start	485
TOP.63dbbcf9.00023b47	user_options->veracrypt_pim_stop	485
TOP.63dbbcf9.00023b47	user_options->version	0
TOP.63dbbcf9.00023b47	user_options->workload_profile	2
TOP.63dbbcf9.00023b47	user_options->brain_client	0
TOP.63dbbcf9.00023b47	user_options->brain_client_features	2
TOP.63dbbcf9.00023b47	user_options->brain_server	0
TOP.63dbbcf9.00023b47	user_options->brain_server_timer	300
TOP.63dbbcf9.00023b47	user_options->brain_port	6863
TOP.63dbbcf9.00023b47	user_options->brain_session	0
TOP.63dbbcf9.00023b47	proc_start	1675345145
TOP.63dbbcf9.00023b47	proc_stop	1675345145
TOP.63dbbcf9.00023b47	STOP
TOP.63dbbd02.000e84d3	START
TOP.63dbbd02.000e84d3	folder_config->cwd	C:\Projects\kryptoanaliza\hashcat
TOP.63dbbd02.000e84d3	folder_config->install_dir	.
TOP.63dbbd02.000e84d3	folder_config->profile_dir	.
TOP.63dbbd02.000e84d3	folder_config->session_dir	.
TOP.63dbbd02.000e84d3	folder_config->shared_dir	.
TOP.63dbbd02.000e84d3	user_options->encoding_from	utf-8
TOP.63dbbd02.000e84d3	user_options->encoding_to	utf-8
TOP.63dbbd02.000e84d3	user_options->rule_buf_l	:
TOP.63dbbd02.000e84d3	user_options->rule_buf_r	:
TOP.63dbbd02.000e84d3	user_options->session	hashcat
TOP.63dbbd02.000e84d3	user_options->separator	:
TOP.63dbbd02.000e84d3	user_options->limit	0
TOP.63dbbd02.000e84d3	user_options->skip	0
TOP.63dbbd02.000e84d3	user_options->attack_mode	0
TOP.63dbbd02.000e84d3	user_options->benchmark	0
TOP.63dbbd02.000e84d3	user_options->benchmark_all	0
TOP.63dbbd02.000e84d3	user_options->bitmap_max	18
TOP.63dbbd02.000e84d3	user_options->bitmap_min	16
TOP.63dbbd02.000e84d3	user_options->debug_mode	0
TOP.63dbbd02.000e84d3	user_options->hash_info	0
TOP.63dbbd02.000e84d3	user_options->force	0
TOP.63dbbd02.000e84d3	user_options->hwmon_disable	0
TOP.63dbbd02.000e84d3	user_options->hwmon_temp_abort	90
TOP.63dbbd02.000e84d3	user_options->hash_mode	0
TOP.63dbbd02.000e84d3	user_options->hex_charset	0
TOP.63dbbd02.000e84d3	user_options->hex_salt	0
TOP.63dbbd02.000e84d3	user_options->hex_wordlist	0
TOP.63dbbd02.000e84d3	user_options->hook_threads	2
TOP.63dbbd02.000e84d3	user_options->identify	0
TOP.63dbbd02.000e84d3	user_options->increment	0
TOP.63dbbd02.000e84d3	user_options->increment_max	256
TOP.63dbbd02.000e84d3	user_options->increment_min	1
TOP.63dbbd02.000e84d3	user_options->keep_guessing	0
TOP.63dbbd02.000e84d3	user_options->kernel_accel	0
TOP.63dbbd02.000e84d3	user_options->kernel_loops	0
TOP.63dbbd02.000e84d3	user_options->kernel_threads	0
TOP.63dbbd02.000e84d3	user_options->keyspace	0
TOP.63dbbd02.000e84d3	user_options->left	0
TOP.63dbbd02.000e84d3	user_options->logfile_disable	0
TOP.63dbbd02.000e84d3	user_options->loopback	0
TOP.63dbbd02.000e84d3	user_options->machine_readable	0
TOP.63dbbd02.000e84d3	user_options->markov_classic	0
TOP.63dbbd02.000e84d3	user_options->markov_disable	0
TOP.63dbbd02.000e84d3	user_options->markov_inverse	0
TOP.63dbbd02.000e84d3	user_options->markov_threshold	256
TOP.63dbbd02.000e84d3	user_options->multiply_accel_disable	0
TOP.63dbbd02.000e84d3	user_options->backend_info	0
TOP.63dbbd02.000e84d3	user_options->backend_vector_width	0
TOP.63dbbd02.000e84d3	user_options->optimized_kernel_enable	0
TOP.63dbbd02.000e84d3	user_options->outfile_autohex	1
TOP.63dbbd02.000e84d3	user_options->outfile_check_timer	5
TOP.63dbbd02.000e84d3	user_options->outfile_format	3
TOP.63dbbd02.000e84d3	user_options->wordlist_autohex_disable	0
TOP.63dbbd02.000e84d3	user_options->potfile_disable	0
TOP.63dbbd02.000e84d3	user_options->progress_only	0
TOP.63dbbd02.000e84d3	user_options->quiet	0
TOP.63dbbd02.000e84d3	user_options->remove	0
TOP.63dbbd02.000e84d3	user_options->remove_timer	60
TOP.63dbbd02.000e84d3	user_options->restore	0
TOP.63dbbd02.000e84d3	user_options->restore_disable	0
TOP.63dbbd02.000e84d3	user_options->restore_timer	1
TOP.63dbbd02.000e84d3	user_options->rp_files_cnt	0
TOP.63dbbd02.000e84d3	user_options->rp_gen	0
TOP.63dbbd02.000e84d3	user_options->rp_gen_func_max	4
TOP.63dbbd02.000e84d3	user_options->rp_gen_func_min	1
TOP.63dbbd02.000e84d3	user_options->rp_gen_seed	0
TOP.63dbbd02.000e84d3	user_options->runtime	0
TOP.63dbbd02.000e84d3	user_options->scrypt_tmto	0
TOP.63dbbd02.000e84d3	user_options->segment_size	33554432
TOP.63dbbd02.000e84d3	user_options->self_test_disable	0
TOP.63dbbd02.000e84d3	user_options->slow_candidates	0
TOP.63dbbd02.000e84d3	user_options->show	0
TOP.63dbbd02.000e84d3	user_options->speed_only	0
TOP.63dbbd02.000e84d3	user_options->spin_damp	0
TOP.63dbbd02.000e84d3	user_options->status	0
TOP.63dbbd02.000e84d3	user_options->status_json	0
TOP.63dbbd02.000e84d3	user_options->status_timer	10
TOP.63dbbd02.000e84d3	user_options->stdout_flag	0
TOP.63dbbd02.000e84d3	user_options->usage	0
TOP.63dbbd02.000e84d3	user_options->username	0
TOP.63dbbd02.000e84d3	user_options->veracrypt_pim_start	485
TOP.63dbbd02.000e84d3	user_options->veracrypt_pim_stop	485
TOP.63dbbd02.000e84d3	user_options->version	0
TOP.63dbbd02.000e84d3	user_options->workload_profile	2
TOP.63dbbd02.000e84d3	user_options->brain_client	0
TOP.63dbbd02.000e84d3	user_options->brain_client_features	2
TOP.63dbbd02.000e84d3	user_options->brain_server	0
TOP.63dbbd02.000e84d3	user_options->brain_server_timer	300
TOP.63dbbd02.000e84d3	user_options->brain_port	6863
TOP.63dbbd02.000e84d3	user_options->brain_session	0
TOP.63dbbd02.000e84d3	proc_start	1675345154
TOP.63dbbd02.000e84d3	proc_stop	1675345155
TOP.63dbbd02.000e84d3	STOP
TOP.63dbbd3b.00067450	START
TOP.63dbbd3b.00067450	folder_config->cwd	C:\Projects\kryptoanaliza\hashcat
TOP.63dbbd3b.00067450	folder_config->install_dir	.
TOP.63dbbd3b.00067450	folder_config->profile_dir	.
TOP.63dbbd3b.00067450	folder_config->session_dir	.
TOP.63dbbd3b.00067450	folder_config->shared_dir	.
TOP.63dbbd3b.00067450	user_options->encoding_from	utf-8
TOP.63dbbd3b.00067450	user_options->encoding_to	utf-8
TOP.63dbbd3b.00067450	user_options->outfile	wyniki.txt
TOP.63dbbd3b.00067450	user_options->rule_buf_l	:
TOP.63dbbd3b.00067450	user_options->rule_buf_r	:
TOP.63dbbd3b.00067450	user_options->session	hashcat
TOP.63dbbd3b.00067450	user_options->separator	:
TOP.63dbbd3b.00067450	user_options->limit	0
TOP.63dbbd3b.00067450	user_options->skip	0
TOP.63dbbd3b.00067450	user_options->attack_mode	0
TOP.63dbbd3b.00067450	user_options->benchmark	0
TOP.63dbbd3b.00067450	user_options->benchmark_all	0
TOP.63dbbd3b.00067450	user_options->bitmap_max	18
TOP.63dbbd3b.00067450	user_options->bitmap_min	16
TOP.63dbbd3b.00067450	user_options->debug_mode	0
TOP.63dbbd3b.00067450	user_options->hash_info	0
TOP.63dbbd3b.00067450	user_options->force	0
TOP.63dbbd3b.00067450	user_options->hwmon_disable	0
TOP.63dbbd3b.00067450	user_options->hwmon_temp_abort	90
TOP.63dbbd3b.00067450	user_options->hash_mode	0
TOP.63dbbd3b.00067450	user_options->hex_charset	0
TOP.63dbbd3b.00067450	user_options->hex_salt	0
TOP.63dbbd3b.00067450	user_options->hex_wordlist	0
TOP.63dbbd3b.00067450	user_options->hook_threads	2
TOP.63dbbd3b.00067450	user_options->identify	0
TOP.63dbbd3b.00067450	user_options->increment	0
TOP.63dbbd3b.00067450	user_options->increment_max	256
TOP.63dbbd3b.00067450	user_options->increment_min	1
TOP.63dbbd3b.00067450	user_options->keep_guessing	0
TOP.63dbbd3b.00067450	user_options->kernel_accel	0
TOP.63dbbd3b.00067450	user_options->kernel_loops	0
TOP.63dbbd3b.00067450	user_options->kernel_threads	0
TOP.63dbbd3b.00067450	user_options->keyspace	0
TOP.63dbbd3b.00067450	user_options->left	0
TOP.63dbbd3b.00067450	user_options->logfile_disable	0
TOP.63dbbd3b.00067450	user_options->loopback	0
TOP.63dbbd3b.00067450	user_options->machine_readable	0
TOP.63dbbd3b.00067450	user_options->markov_classic	0
TOP.63dbbd3b.00067450	user_options->markov_disable	0
TOP.63dbbd3b.00067450	user_options->markov_inverse	0
TOP.63dbbd3b.00067450	user_options->markov_threshold	256
TOP.63dbbd3b.00067450	user_options->multiply_accel_disable	0
TOP.63dbbd3b.00067450	user_options->backend_info	0
TOP.63dbbd3b.00067450	user_options->backend_vector_width	0
TOP.63dbbd3b.00067450	user_options->optimized_kernel_enable	0
TOP.63dbbd3b.00067450	user_options->outfile_autohex	1
TOP.63dbbd3b.00067450	user_options->outfile_check_timer	5
TOP.63dbbd3b.00067450	user_options->outfile_format	3
TOP.63dbbd3b.00067450	user_options->wordlist_autohex_disable	0
TOP.63dbbd3b.00067450	user_options->potfile_disable	0
TOP.63dbbd3b.00067450	user_options->progress_only	0
TOP.63dbbd3b.00067450	user_options->quiet	0
TOP.63dbbd3b.00067450	user_options->remove	0
TOP.63dbbd3b.00067450	user_options->remove_timer	60
TOP.63dbbd3b.00067450	user_options->restore	0
TOP.63dbbd3b.00067450	user_options->restore_disable	0
TOP.63dbbd3b.00067450	user_options->restore_timer	1
TOP.63dbbd3b.00067450	user_options->rp_files_cnt	0
TOP.63dbbd3b.00067450	user_options->rp_gen	0
TOP.63dbbd3b.00067450	user_options->rp_gen_func_max	4
TOP.63dbbd3b.00067450	user_options->rp_gen_func_min	1
TOP.63dbbd3b.00067450	user_options->rp_gen_seed	0
TOP.63dbbd3b.00067450	user_options->runtime	0
TOP.63dbbd3b.00067450	user_options->scrypt_tmto	0
TOP.63dbbd3b.00067450	user_options->segment_size	33554432
TOP.63dbbd3b.00067450	user_options->self_test_disable	0
TOP.63dbbd3b.00067450	user_options->slow_candidates	0
TOP.63dbbd3b.00067450	user_options->show	0
TOP.63dbbd3b.00067450	user_options->speed_only	0
TOP.63dbbd3b.00067450	user_options->spin_damp	0
TOP.63dbbd3b.00067450	user_options->status	0
TOP.63dbbd3b.00067450	user_options->status_json	0
TOP.63dbbd3b.00067450	user_options->status_timer	10
TOP.63dbbd3b.00067450	user_options->stdout_flag	0
TOP.63dbbd3b.00067450	user_options->usage	0
TOP.63dbbd3b.00067450	user_options->username	0
TOP.63dbbd3b.00067450	user_options->veracrypt_pim_start	485
TOP.63dbbd3b.00067450	user_options->veracrypt_pim_stop	485
TOP.63dbbd3b.00067450	user_options->version	0
TOP.63dbbd3b.00067450	user_options->workload_profile	2
TOP.63dbbd3b.00067450	user_options->brain_client	0
TOP.63dbbd3b.00067450	user_options->brain_client_features	2
TOP.63dbbd3b.00067450	user_options->brain_server	0
TOP.63dbbd3b.00067450	user_options->brain_server_timer	300
TOP.63dbbd3b.00067450	user_options->brain_port	6863
TOP.63dbbd3b.00067450	user_options->brain_session	0
TOP.63dbbd3b.00067450	hashes->hashfile	hash.txt
TOP.63dbbd3b.00067450	hashes->hashlist_mode	5
TOP.63dbbd3b.00067450	hashes->hashlist_format	0
TOP.63dbbd3b.00067450	hashes->hashes_cnt	0
TOP.63dbbd3b.00067450	hashes->digests_cnt	1
TOP.63dbbd3b.00067450	hashes->digests_done_pot	0
TOP.63dbbd3b.00067450	hashes->digests_done_zero	0
TOP.63dbbd3b.00067450	hashes->digests_done	0
TOP.63dbbd3b.00067450	hashes->salts_cnt	1
TOP.63dbbd3b.00067450	hashes->salts_done	0
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	START
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	straight_ctx->dict	rockyou.txt
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	runtime_start	1675345212
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	runtime_stop	1675345212
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	hashes->digests_done_new	1
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	status-after-work	6
TOP.63dbbd3b.00067450	SUB.63dbbd3c.0001795f	STOP
TOP.63dbbd3b.00067450	proc_start	1675345211
TOP.63dbbd3b.00067450	proc_stop	1675345214
TOP.63dbbd3b.00067450	STOP
TOP.63dbbe26.000a8733	START
TOP.63dbbe26.000a8733	folder_config->cwd	C:\Projects\kryptoanaliza\hashcat
TOP.63dbbe26.000a8733	folder_config->install_dir	.
TOP.63dbbe26.000a8733	folder_config->profile_dir	.
TOP.63dbbe26.000a8733	folder_config->session_dir	.
TOP.63dbbe26.000a8733	folder_config->shared_dir	.
TOP.63dbbe26.000a8733	user_options->encoding_from	utf-8
TOP.63dbbe26.000a8733	user_options->encoding_to	utf-8
TOP.63dbbe26.000a8733	user_options->outfile	wyniki.txt
TOP.63dbbe26.000a8733	user_options->rule_buf_l	:
TOP.63dbbe26.000a8733	user_options->rule_buf_r	:
TOP.63dbbe26.000a8733	user_options->session	hashcat
TOP.63dbbe26.000a8733	user_options->separator	:
TOP.63dbbe26.000a8733	user_options->limit	0
TOP.63dbbe26.000a8733	user_options->skip	0
TOP.63dbbe26.000a8733	user_options->attack_mode	0
TOP.63dbbe26.000a8733	user_options->benchmark	0
TOP.63dbbe26.000a8733	user_options->benchmark_all	0
TOP.63dbbe26.000a8733	user_options->bitmap_max	18
TOP.63dbbe26.000a8733	user_options->bitmap_min	16
TOP.63dbbe26.000a8733	user_options->debug_mode	0
TOP.63dbbe26.000a8733	user_options->hash_info	0
TOP.63dbbe26.000a8733	user_options->force	0
TOP.63dbbe26.000a8733	user_options->hwmon_disable	0
TOP.63dbbe26.000a8733	user_options->hwmon_temp_abort	90
TOP.63dbbe26.000a8733	user_options->hash_mode	0
TOP.63dbbe26.000a8733	user_options->hex_charset	0
TOP.63dbbe26.000a8733	user_options->hex_salt	0
TOP.63dbbe26.000a8733	user_options->hex_wordlist	0
TOP.63dbbe26.000a8733	user_options->hook_threads	2
TOP.63dbbe26.000a8733	user_options->identify	0
TOP.63dbbe26.000a8733	user_options->increment	0
TOP.63dbbe26.000a8733	user_options->increment_max	256
TOP.63dbbe26.000a8733	user_options->increment_min	1
TOP.63dbbe26.000a8733	user_options->keep_guessing	0
TOP.63dbbe26.000a8733	user_options->kernel_accel	0
TOP.63dbbe26.000a8733	user_options->kernel_loops	0
TOP.63dbbe26.000a8733	user_options->kernel_threads	0
TOP.63dbbe26.000a8733	user_options->keyspace	0
TOP.63dbbe26.000a8733	user_options->left	0
TOP.63dbbe26.000a8733	user_options->logfile_disable	0
TOP.63dbbe26.000a8733	user_options->loopback	0
TOP.63dbbe26.000a8733	user_options->machine_readable	0
TOP.63dbbe26.000a8733	user_options->markov_classic	0
TOP.63dbbe26.000a8733	user_options->markov_disable	0
TOP.63dbbe26.000a8733	user_options->markov_inverse	0
TOP.63dbbe26.000a8733	user_options->markov_threshold	256
TOP.63dbbe26.000a8733	user_options->multiply_accel_disable	0
TOP.63dbbe26.000a8733	user_options->backend_info	0
TOP.63dbbe26.000a8733	user_options->backend_vector_width	0
TOP.63dbbe26.000a8733	user_options->optimized_kernel_enable	0
TOP.63dbbe26.000a8733	user_options->outfile_autohex	1
TOP.63dbbe26.000a8733	user_options->outfile_check_timer	5
TOP.63dbbe26.000a8733	user_options->outfile_format	3
TOP.63dbbe26.000a8733	user_options->wordlist_autohex_disable	0
TOP.63dbbe26.000a8733	user_options->potfile_disable	0
TOP.63dbbe26.000a8733	user_options->progress_only	0
TOP.63dbbe26.000a8733	user_options->quiet	0
TOP.63dbbe26.000a8733	user_options->remove	0
TOP.63dbbe26.000a8733	user_options->remove_timer	60
TOP.63dbbe26.000a8733	user_options->restore	0
TOP.63dbbe26.000a8733	user_options->restore_disable	0
TOP.63dbbe26.000a8733	user_options->restore_timer	1
TOP.63dbbe26.000a8733	user_options->rp_files_cnt	0
TOP.63dbbe26.000a8733	user_options->rp_gen	0
TOP.63dbbe26.000a8733	user_options->rp_gen_func_max	4
TOP.63dbbe26.000a8733	user_options->rp_gen_func_min	1
TOP.63dbbe26.000a8733	user_options->rp_gen_seed	0
TOP.63dbbe26.000a8733	user_options->runtime	0
TOP.63dbbe26.000a8733	user_options->scrypt_tmto	0
TOP.63dbbe26.000a8733	user_options->segment_size	33554432
TOP.63dbbe26.000a8733	user_options->self_test_disable	0
TOP.63dbbe26.000a8733	user_options->slow_candidates	0
TOP.63dbbe26.000a8733	user_options->show	0
TOP.63dbbe26.000a8733	user_options->speed_only	0
TOP.63dbbe26.000a8733	user_options->spin_damp	0
TOP.63dbbe26.000a8733	user_options->status	0
TOP.63dbbe26.000a8733	user_options->status_json	0
TOP.63dbbe26.000a8733	user_options->status_timer	10
TOP.63dbbe26.000a8733	user_options->stdout_flag	0
TOP.63dbbe26.000a8733	user_options->usage	0
TOP.63dbbe26.000a8733	user_options->username	0
TOP.63dbbe26.000a8733	user_options->veracrypt_pim_start	485
TOP.63dbbe26.000a8733	user_options->veracrypt_pim_stop	485
TOP.63dbbe26.000a8733	user_options->version	0
TOP.63dbbe26.000a8733	user_options->workload_profile	2
TOP.63dbbe26.000a8733	user_options->brain_client	0
TOP.63dbbe26.000a8733	user_options->brain_client_features	2
TOP.63dbbe26.000a8733	user_options->brain_server	0
TOP.63dbbe26.000a8733	user_options->brain_server_timer	300
TOP.63dbbe26.000a8733	user_options->brain_port	6863
TOP.63dbbe26.000a8733	user_options->brain_session	0
TOP.63dbbe26.000a8733	proc_start	1675345446
TOP.63dbbe26.000a8733	proc_stop	1675345447
TOP.63dbbe26.000a8733	STOP
TOP.63dbbe31.000d32b1	START
TOP.63dbbe31.000d32b1	folder_config->cwd	C:\Projects\kryptoanaliza\hashcat
TOP.63dbbe31.000d32b1	folder_config->install_dir	.
TOP.63dbbe31.000d32b1	folder_config->profile_dir	.
TOP.63dbbe31.000d32b1	folder_config->session_dir	.
TOP.63dbbe31.000d32b1	folder_config->shared_dir	.
TOP.63dbbe31.000d32b1	user_options->encoding_from	utf-8
TOP.63dbbe31.000d32b1	user_options->encoding_to	utf-8
TOP.63dbbe31.000d32b1	user_options->outfile	wyniki.txt
TOP.63dbbe31.000d32b1	user_options->rule_buf_l	:
TOP.63dbbe31.000d32b1	user_options->rule_buf_r	:
TOP.63dbbe31.000d32b1	user_options->session	hashcat
TOP.63dbbe31.000d32b1	user_options->separator	:
TOP.63dbbe31.000d32b1	user_options->limit	0
TOP.63dbbe31.000d32b1	user_options->skip	0
TOP.63dbbe31.000d32b1	user_options->attack_mode	0
TOP.63dbbe31.000d32b1	user_options->benchmark	0
TOP.63dbbe31.000d32b1	user_options->benchmark_all	0
TOP.63dbbe31.000d32b1	user_options->bitmap_max	18
TOP.63dbbe31.000d32b1	user_options->bitmap_min	16
TOP.63dbbe31.000d32b1	user_options->debug_mode	0
TOP.63dbbe31.000d32b1	user_options->hash_info	0
TOP.63dbbe31.000d32b1	user_options->force	0
TOP.63dbbe31.000d32b1	user_options->hwmon_disable	0
TOP.63dbbe31.000d32b1	user_options->hwmon_temp_abort	90
TOP.63dbbe31.000d32b1	user_options->hash_mode	0
TOP.63dbbe31.000d32b1	user_options->hex_charset	0
TOP.63dbbe31.000d32b1	user_options->hex_salt	0
TOP.63dbbe31.000d32b1	user_options->hex_wordlist	0
TOP.63dbbe31.000d32b1	user_options->hook_threads	2
TOP.63dbbe31.000d32b1	user_options->identify	0
TOP.63dbbe31.000d32b1	user_options->increment	0
TOP.63dbbe31.000d32b1	user_options->increment_max	256
TOP.63dbbe31.000d32b1	user_options->increment_min	1
TOP.63dbbe31.000d32b1	user_options->keep_guessing	0
TOP.63dbbe31.000d32b1	user_options->kernel_accel	0
TOP.63dbbe31.000d32b1	user_options->kernel_loops	0
TOP.63dbbe31.000d32b1	user_options->kernel_threads	0
TOP.63dbbe31.000d32b1	user_options->keyspace	0
TOP.63dbbe31.000d32b1	user_options->left	0
TOP.63dbbe31.000d32b1	user_options->logfile_disable	0
TOP.63dbbe31.000d32b1	user_options->loopback	0
TOP.63dbbe31.000d32b1	user_options->machine_readable	0
TOP.63dbbe31.000d32b1	user_options->markov_classic	0
TOP.63dbbe31.000d32b1	user_options->markov_disable	0
TOP.63dbbe31.000d32b1	user_options->markov_inverse	0
TOP.63dbbe31.000d32b1	user_options->markov_threshold	256
TOP.63dbbe31.000d32b1	user_options->multiply_accel_disable	0
TOP.63dbbe31.000d32b1	user_options->backend_info	0
TOP.63dbbe31.000d32b1	user_options->backend_vector_width	0
TOP.63dbbe31.000d32b1	user_options->optimized_kernel_enable	0
TOP.63dbbe31.000d32b1	user_options->outfile_autohex	1
TOP.63dbbe31.000d32b1	user_options->outfile_check_timer	5
TOP.63dbbe31.000d32b1	user_options->outfile_format	3
TOP.63dbbe31.000d32b1	user_options->wordlist_autohex_disable	0
TOP.63dbbe31.000d32b1	user_options->potfile_disable	0
TOP.63dbbe31.000d32b1	user_options->progress_only	0
TOP.63dbbe31.000d32b1	user_options->quiet	0
TOP.63dbbe31.000d32b1	user_options->remove	0
TOP.63dbbe31.000d32b1	user_options->remove_timer	60
TOP.63dbbe31.000d32b1	user_options->restore	0
TOP.63dbbe31.000d32b1	user_options->restore_disable	0
TOP.63dbbe31.000d32b1	user_options->restore_timer	1
TOP.63dbbe31.000d32b1	user_options->rp_files_cnt	0
TOP.63dbbe31.000d32b1	user_options->rp_gen	0
TOP.63dbbe31.000d32b1	user_options->rp_gen_func_max	4
TOP.63dbbe31.000d32b1	user_options->rp_gen_func_min	1
TOP.63dbbe31.000d32b1	user_options->rp_gen_seed	0
TOP.63dbbe31.000d32b1	user_options->runtime	0
TOP.63dbbe31.000d32b1	user_options->scrypt_tmto	0
TOP.63dbbe31.000d32b1	user_options->segment_size	33554432
TOP.63dbbe31.000d32b1	user_options->self_test_disable	0
TOP.63dbbe31.000d32b1	user_options->slow_candidates	0
TOP.63dbbe31.000d32b1	user_options->show	0
TOP.63dbbe31.000d32b1	user_options->speed_only	0
TOP.63dbbe31.000d32b1	user_options->spin_damp	0
TOP.63dbbe31.000d32b1	user_options->status	0
TOP.63dbbe31.000d32b1	user_options->status_json	0
TOP.63dbbe31.000d32b1	user_options->status_timer	10
TOP.63dbbe31.000d32b1	user_options->stdout_flag	0
TOP.63dbbe31.000d32b1	user_options->usage	0
TOP.63dbbe31.000d32b1	user_options->username	0
TOP.63dbbe31.000d32b1	user_options->veracrypt_pim_start	485
TOP.63dbbe31.000d32b1	user_options->veracrypt_pim_stop	485
TOP.63dbbe31.000d32b1	user_options->version	0
TOP.63dbbe31.000d32b1	user_options->workload_profile	2
TOP.63dbbe31.000d32b1	user_options->brain_client	0
TOP.63dbbe31.000d32b1	user_options->brain_client_features	2
TOP.63dbbe31.000d32b1	user_options->brain_server	0
TOP.63dbbe31.000d32b1	user_options->brain_server_timer	300
TOP.63dbbe31.000d32b1	user_options->brain_port	6863
TOP.63dbbe31.000d32b1	user_options->brain_session	0
TOP.63dbbe31.000d32b1	proc_start	1675345457
TOP.63dbbe31.000d32b1	proc_stop	1675345458
TOP.63dbbe31.000d32b1	STOP
TOP.63dbc450.0007c61b	START
TOP.63dbc450.0007c61b	folder_config->cwd	C:\Projects\kryptoanaliza\hashcat
TOP.63dbc450.0007c61b	folder_config->install_dir	.
TOP.63dbc450.0007c61b	folder_config->profile_dir	.
TOP.63dbc450.0007c61b	folder_config->session_dir	.
TOP.63dbc450.0007c61b	folder_config->shared_dir	.
TOP.63dbc450.0007c61b	user_options->encoding_from	utf-8
TOP.63dbc450.0007c61b	user_options->encoding_to	utf-8
TOP.63dbc450.0007c61b	user_options->outfile	output.txt
TOP.63dbc450.0007c61b	user_options->rule_buf_l	:
TOP.63dbc450.0007c61b	user_options->rule_buf_r	:
TOP.63dbc450.0007c61b	user_options->session	hashcat
TOP.63dbc450.0007c61b	user_options->separator	:
TOP.63dbc450.0007c61b	user_options->limit	0
TOP.63dbc450.0007c61b	user_options->skip	0
TOP.63dbc450.0007c61b	user_options->attack_mode	0
TOP.63dbc450.0007c61b	user_options->benchmark	0
TOP.63dbc450.0007c61b	user_options->benchmark_all	0
TOP.63dbc450.0007c61b	user_options->bitmap_max	18
TOP.63dbc450.0007c61b	user_options->bitmap_min	16
TOP.63dbc450.0007c61b	user_options->debug_mode	0
TOP.63dbc450.0007c61b	user_options->hash_info	0
TOP.63dbc450.0007c61b	user_options->force	0
TOP.63dbc450.0007c61b	user_options->hwmon_disable	0
TOP.63dbc450.0007c61b	user_options->hwmon_temp_abort	90
TOP.63dbc450.0007c61b	user_options->hash_mode	0
TOP.63dbc450.0007c61b	user_options->hex_charset	0
TOP.63dbc450.0007c61b	user_options->hex_salt	0
TOP.63dbc450.0007c61b	user_options->hex_wordlist	0
TOP.63dbc450.0007c61b	user_options->hook_threads	2
TOP.63dbc450.0007c61b	user_options->identify	0
TOP.63dbc450.0007c61b	user_options->increment	0
TOP.63dbc450.0007c61b	user_options->increment_max	256
TOP.63dbc450.0007c61b	user_options->increment_min	1
TOP.63dbc450.0007c61b	user_options->keep_guessing	0
TOP.63dbc450.0007c61b	user_options->kernel_accel	0
TOP.63dbc450.0007c61b	user_options->kernel_loops	0
TOP.63dbc450.0007c61b	user_options->kernel_threads	0
TOP.63dbc450.0007c61b	user_options->keyspace	0
TOP.63dbc450.0007c61b	user_options->left	0
TOP.63dbc450.0007c61b	user_options->logfile_disable	0
TOP.63dbc450.0007c61b	user_options->loopback	0
TOP.63dbc450.0007c61b	user_options->machine_readable	0
TOP.63dbc450.0007c61b	user_options->markov_classic	0
TOP.63dbc450.0007c61b	user_options->markov_disable	0
TOP.63dbc450.0007c61b	user_options->markov_inverse	0
TOP.63dbc450.0007c61b	user_options->markov_threshold	256
TOP.63dbc450.0007c61b	user_options->multiply_accel_disable	0
TOP.63dbc450.0007c61b	user_options->backend_info	0
TOP.63dbc450.0007c61b	user_options->backend_vector_width	0
TOP.63dbc450.0007c61b	user_options->optimized_kernel_enable	0
TOP.63dbc450.0007c61b	user_options->outfile_autohex	1
TOP.63dbc450.0007c61b	user_options->outfile_check_timer	5
TOP.63dbc450.0007c61b	user_options->outfile_format	3
TOP.63dbc450.0007c61b	user_options->wordlist_autohex_disable	0
TOP.63dbc450.0007c61b	user_options->potfile_disable	0
TOP.63dbc450.0007c61b	user_options->progress_only	0
TOP.63dbc450.0007c61b	user_options->quiet	0
TOP.63dbc450.0007c61b	user_options->remove	0
TOP.63dbc450.0007c61b	user_options->remove_timer	60
TOP.63dbc450.0007c61b	user_options->restore	0
TOP.63dbc450.0007c61b	user_options->restore_disable	0
TOP.63dbc450.0007c61b	user_options->restore_timer	1
TOP.63dbc450.0007c61b	user_options->rp_files_cnt	0
TOP.63dbc450.0007c61b	user_options->rp_gen	0
TOP.63dbc450.0007c61b	user_options->rp_gen_func_max	4
